gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	q	cooccur_score
TP53	BRAF	2	53	48	573	0.45047169811320753	-1	0.4176311017650935	0.49477572501183703	-0.379207166083411
TP53	H3F3A	25	30	15	606	33.666666666666664	1	2.7082938278006235e-20	3.317659939055764e-17	19.567304220020134
TP53	CTNNB1	5	50	30	591	1.97	1	0.1938131760220379	0.24446641045435072	0.7126167015930392
TP53	NF1	10	45	15	606	8.977777777777778	1	7.152907219309177e-6	3.666239055922068e-5	5.145517408172874
TP53	TTN	8	47	15	606	6.876595744680851	1	2.1771006170044163e-4	5.442751542511041e-4	3.6621214991169087
TP53	ATRX	14	41	9	612	23.21951219512195	1	4.981429985634932e-11	1.0986073373891422e-8	10.302645969343944
TP53	FGFR1	3	52	13	608	2.698224852071006	1	0.13396066118180572	0.176264027870797	0.8730227176049901
TP53	NF2	1	54	15	606	0.7481481481481481	-1	1	1	0
TP53	MUC16	6	49	9	612	8.326530612244898	1	6.253028982009547e-4	0.0012682053812850488	3.2039095584139017
TP53	PIK3CA	4	51	11	610	4.349376114081997	1	0.027260412833540307	0.03812101109713114	1.5644675714664629
TP53	KMT2D	5	50	9	612	6.8	1	0.003380151105008735	0.0062172449003539045	2.4710638847505573
TP53	DNAH5	6	49	8	613	9.38265306122449	1	4.002336002591445e-4	8.6015115845167e-4	3.397686454443956
TP53	BCOR	1	54	13	608	0.8660968660968661	-1	1	1	0
TP53	RYR1	7	48	5	616	17.966666666666665	1	9.36575861714897e-6	4.446920273646314e-5	5.028457039442165
TP53	SMARCA4	4	51	8	613	6.009803921568627	1	0.011894201118578996	0.01846750252046135	1.924664722306339
TP53	KMT2C	4	51	8	613	6.009803921568627	1	0.011894201118578996	0.01846750252046135	1.924664722306339
TP53	OBSCN	6	49	5	616	15.085714285714285	1	7.47585376845237e-5	2.416337959460199e-4	4.126339202233726
TP53	ABCA13	4	51	7	614	6.879551820728292	1	0.008435802336557793	0.01359718139774118	2.073873604981383
TP53	SETD2	5	50	6	615	10.25	1	9.444824992806076e-4	0.0018452808000298953	3.024806084895432
TP53	PDGFRA	5	50	6	615	10.25	1	9.444824992806076e-4	0.0018452808000298953	3.024806084895432
TP53	PTPN11	4	51	7	614	6.879551820728292	1	0.008435802336557793	0.01359718139774118	2.073873604981383
TP53	DDX3X	4	51	7	614	6.879551820728292	1	0.008435802336557793	0.01359718139774118	2.073873604981383
TP53	RYR2	6	49	4	617	18.887755102040817	1	3.6252459101462214e-5	1.353940926807659e-4	4.440662528735115
TP53	ATM	5	50	5	616	12.32	1	5.491534258278418e-4	0.0011287129977166212	3.2603063027602532
